title,url,is_daily_report,paragraph_index,paragraph
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,15,Parties agreed to remove matters that will be considered in Presidency consultations from the respective supplementary provisional agendas and to renumber the remaining agenda items accordingly. They adopted:
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,16,the COP supplementary provisional agenda (FCCC/CP/2024/1/Add.2); 
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,17,"the CMP supplementary provisional agenda (FCCC/KP/CMP/2024/1/Add.1), ;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,18,"the CMA provisional agenda (FCCC/PA/CMA/2024/1/Add.1), with the footnote on the placement of the dialogue on GST implementation;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,19,"the SBI agenda (FCCC/SBI/2024/15/Add.1), with an additional agenda item on the provision of financial and technical support related to reporting and review under article 13 of the Paris Agreement;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,20,the SBSTA supplementary agenda (FCCC/SBSTA/2024/8/Add.1).
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,21,Organization of work under the COP: Contact groups will convene on:
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,22,long-term finance;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,23,the Standing Committee on Finance (SCF);
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,24,"the report of, and guidance to, the Green Climate Fund (GCF);"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,25,"the report of, and guidance to, the Global Environment Facility (GEF);"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,26,"the report of, and guidance to, the Loss and Damage Fund;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,27,"arrangements between the COP, CMA, and the Loss and Damage Fund Board;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,28,the periodic review of the long-term global goal under the Convention and of overall progress towards achieving it.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,29,Presidency consultations will convene on:
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,30,dates and venues of future sessions;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,31,the COP’s authority and guidance over the Warsaw International Mechanism (WIM);
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,32,the seventh review of the Financial Mechanism; and
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,33,decision-making in the UNFCCC process.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,34,Organization of work under the CMA: Contact groups will convene on:
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,35,the Work Programme under the Framework for Non-market Approaches referred to in Paris Agreement Article 6.8;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,36,the NCQG;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,37,matters relating to the SCF;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,38,"the report of, and guidance to, the GCF;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,39,"the report of, and guidance to, the GEF;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,40,"the report of, and guidance to, the Loss and Damage Fund;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,41,"arrangements between the COP, the CMA, and the Board of the Loss and Damage Fund;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,42,matters relating to the Adaptation Fund;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,43,the dialogue on the scope of Paris Agreement Article 2.1(c) and its complementarity with Article 9;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,44,the report on doubling the collective provision of adaptation finance; and
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,45,the technology implementation programme.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,46,Informal consultations will convene on:
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,47,the report on the annual GST dialogue;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,48,further guidance on features of NDCs; and
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,49,matters relating to the committee to facilitate implementation and promote compliance.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,50,"The CMA forwarded the remaining agenda items to the SBs. Upon the SBs’ closing plenaries, the CMA President will propose modalities of work for the second week of the conference."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,51,Organization of work under the CMP: Contact groups will convene on matters relating to the Clean Development Mechanism (CDM) and matters relating to the Adaptation Fund. President Babayev reported that views on the report on the high-level ministerial roundtable on increased ambition of Kyoto Protocol commitments remain divergent and parties agreed to further Presidency consultations.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,52,Organization of work under the SBs: Joint informal consultations will convene on:
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,53,procedural and logistical elements of the overall GST process;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,54,matters relating to the Global Goal on Adaptation;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,55,report of the Adaptation Committee;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,56,"review of the progress, effectiveness, and performance of the Adaptation Committee;"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,57,2024 review of the WIM;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,58,the mitigation ambition and implementation work programme;
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,59,the joint work on implementation of climate action on agriculture and food security; and
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,60,the joint annual report of the Technology Executive Committee and the Climate Technology Centre and Network.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,61,Joint contact groups will convene on: the joint annual report of the WIM Executive Committee (ExCom) and the Santiago Network; the just transition work programme; and the forum on the impact of the implementation of response measures.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,62,"The AFRICAN GROUP sought clarification that parties will be able to consider the decisions of the Advisory Board of the Santiago Network. The SBSTA Chair confirmed that the Board’s decisions are part of the Joint Annual Report of the WIM ExCom and Santiago Network, and that all elements of the report can be considered by parties."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,63,"The SBI agreed to convene a contact group on administrative, financial, and institutional matters, and deferred the consideration of matters relating to the Adaptation Fund to SBI 62."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,64,The SBI and SBSTA respectively agreed to convene informal consultations on all their remaining substantive items.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,65,Admission of Observers: The COP agreed to admit all listed observers and took note of organizations that changed their names (FCCC/CP/2024/2).
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,66,Substantive Matters
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,67,Reports of the Subsidiary Bodies: The Co-Chairs of the 2024 Ocean and Climate Change Dialogue reported on the outcomes of the dialogue convened during SB 60 and highlighted the recommendation for parties to include ocean-based mitigation and adaptation action in their NDCs.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,68,"Report of, and guidance to, the Loss and Damage Fund: The Co-Chairs of the Loss and Damage Fund Board reported that the Board has completed all the tasks mandated by the COP and CMA to date. They celebrated that the Fund is fully operational and stands ready to work with contributors to turn pledges into contribution agreements."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,69,"Rules, Modalities, and Procedures for the Mechanism established by Paris Agreement Article 6.4: President Babayev introduced draft decision FCCC/PA/CMA/2024/L.1, which, inter alia, “takes note” of the Article 6.4 Supervisory Body’s adoption of two standards (on methodologies and on removals) that operationalize the Article 6.4 Mechanism. He assured parties that work on Article 6.4 would continue in contact group discussions and invited delegates to embrace the decision, which was adopted."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,70,TUVALU noted discomfort with adopting decisions at the opening plenary without prior consultations by the governing bodies and expressed concern that the decision does not reflect the Paris Agreement’s party-driven process.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,71,"Final Compilation and Accounting Reports for the Second Commitment Period of the Kyoto Protocol: The CMP took note of the reports and concluded consideration of this agenda item. Later, BRAZIL, supported by CHINA, requested clarity on what was decided under this sub-item, calling for informal consultations. President Babayev said that the Presidency would provide a space for discussions."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,72,Report of the Compliance Committee of the Kyoto Protocol: The CMP took note of the Committee’s ninth annual report (FCCC/KP/CMP/2024/2).
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,73,Report of the administrator of the international transaction log under the Kyoto Protocol: The SBI recommended that CMP take note of the report contained in FCCC/KP/CMP/2024/5.
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,74,"Research and Systematic Observation: The COMMITTEE ON OBSERVATION SATELLITES (COS) and COORDINATION GROUP FOR METEOROLOGICAL SATELLITES (CGMS) presented their annual reports, calling satellites “vital tools” to understand the planet. They highlighted the ability to pinpoint high methane leaks from oil and gas facilities."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,75,In the Corridors
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,76,"The Baku Climate Change Conference opened under a proverbial cloud (the venue’s lack of windows made it difficult for anyone to see if there were actual clouds). Making their way through the venue, people milled about, discussing “how, not whether” the US election would affect climate cooperation. In a press conference, US President Biden’s Senior Advisor for International Climate Policy gave all the reassurances he could that a change of course in the country’s federal administration does not mean the private sector or local administrations will halt efforts toward clean energy expansion. “Very déjà-vu,” noted an observer who remembered the turmoil following Trump’s first election. “He is right that the fight against climate change is bigger than one political cycle,” noted an observer, “but this is the cycle that counts to keep 1.5°C in reach.”"
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,77,"After the glossy opening ceremony with inspirational videos, the meeting ground to a halt because parties could not adopt the agendas. It was not for lack of effort. Heads of delegation were at the venue until 3:00 am on Monday morning. Some thought they were close to an agreement. Evidently, they were not."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,78,"What held up most of the day was that parties could not agree on how to follow up on the first Global Stocktake (GST). The GST established a dialogue on implementing the GST outcomes. These are many and wide-ranging, including a call for all parties to contribute to energy transition efforts. The dialogue was established within the finance section of the GST decision, but there is a debate about its scope. Is it about the provision of finance to implement the GST? Or, is it about tracking the implementation of the GST decision more generally? Delegates could not agree on this paragraph’s “origin story” and, therefore, could not find agreement on a way forward. The Presidency shuttled between bilateral meetings with coalitions and parties throughout the day, testing parties’ flexibility to support placing the dialogue under finance, with a footnote that this placement does not prejudice the scope of the dialogue."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,79,"Many thought the conference should start by adopting the agendas provisionally, while discussions continued on this one point. That’s what happened at a previous meeting of the Subsidiary Bodies, after all. But, others hinted that this was unacceptable, although accounts varied regarding who it was unacceptable to. Fingers pointed in different directions, spreading the blame for the delay."
Daily report for 11 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-11nov2024,True,80,"In the evening, parties ultimately reached an agreement: The footnote on the GST dialogue made its way onto the agenda and most agenda items proposed for consideration by parties will be taken up in Presidency consultations. Still, the afternoon was lost, in what the COP 29 President called an “unmissable moment” to catalyze climate ambition."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,0,"After a first day full of downtime, awaiting resolution of the agenda discussions, the second conference day was replete with substantive negotiations. Informal consultations launched on a host of issues, with negotiations continuing in the evening and some groups meeting twice in one day. In another part of the venue, Heads of State and Government started delivering their national statements."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,1,Finance
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,2,"New Collective Quantified Goal: Co-Chair Zaheer Fakir (UAE) opened the contact group under the Conference of the Parties (COP) serving as the meeting of the Parties to the Paris Agreement (CMA), stating that the aim is to produce a text during the first week that resolves technical issues and crystallizes options for ministers. Parties rejected the substantive framework for a draft negotiating text that the Co-Chairs of the ad hoc Work Programme on the new collective quantified goal (NCQG) had prepared ahead of the meeting (FCCC/PA/CMA/2024/9/Add.1), although a few suggested it could still be a useful tool."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,3,"The G-77/CHINA underlined that provision be from developed to developing countries and that new, additional, adequate, and affordable finance must address mitigation, adaptation, and loss and damage. The US opposed inclusion of loss and damage. Several developed countries objected to including “new principles,” such as burden sharing among developed countries."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,4,"On the quantum, the G-77/CHINA called for USD 1.3 trillion per year, with the LEAST DEVELOPED COUNTRIES (LDCs) detailing an allocation floor of USD 220 billion per year for the LDCs, and the ALLIANCE OF SMALL ISLAND STATES (AOSIS) setting the floor at USD 39 billion for small island developing states (SIDS). The INDEPENDENT ALLIANCE OF LATIN AMERICA AND THE CARIBBEAN (AILAC) suggested regional allocation floors. The ENVIRONMENTAL INTEGRITY GROUP (EIG), the EU, JAPAN, and NEW ZEALAND stressed the need to discuss the quantum in the context of the contributor base, instruments, and timelines."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,5,"On the structure, AOSIS, the LIKE MINDED DEVELOPING COUNTRIES (LMDCs), and the ARAB GROUP rejected an investment goal, with some noting it could exacerbate inequalities against countries that traditionally do not attract much investment. The EIG, the EU, NORWAY, AUSTRALIA, JAPAN, the UK, the US, and NEW ZEALAND stressed an investment goal is in addition to the provision and mobilization target, and is necessary to steer investment toward energy transition."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,6,"On access, many countries called for greater ambition and detail than in the substantive framework."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,7,"On transparency, the G-77/CHINA proposed using the enhanced transparency framework, with AOSIS, the AFRICAN GROUP, the LMDCs, and others, stressing the need for clarity on what is not climate finance, such as export credits."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,8,"On recipients, AOSIS, the LDCs, the US, and CANADA, among others, stressed the special circumstances of LDCs and SIDS, with the EU, CANADA, NEW ZEALAND, AUSTRALIA, and BRAZIL underlining the roles and rights of Indigenous Peoples, women and girls, youth, and other vulnerable groups."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,9,"Parties mandated the Co-Chairs to produce a draft negotiation text, based on the views expressed and written inputs provided before 5 pm on Tuesday."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,10,"Long-Term Finance: The COP contact group was co-chaired by Madeleine Diouf Sarr (Senegal), who invited views on elements of a draft decision. Many developed countries urged acknowledging that the USD 100 billion goal was exceeded in 2022. Others disagreed that the goal was met, with the AFRICAN GROUP observing it is an annual goal, and one year’s results are insufficient. The LDCs, LMDCs, ARAB GROUP, and AILAC observed the lack of a common accounting methodology, which complicates assessing progress toward the goal. They expressed grave concerns that 69% of finance was in the form of loans. The LDCs, AILAC, and CANADA supported a call to scale up adaptation finance."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,11,"AOSIS, supported by the AFRICAN GROUP and ARAB GROUP, called for a placeholder in the COP decision to: characterize the NCQG as the successor to the USD 100 billion goal; and accept an invitation from the CMA to track NCQG progress under the long-term finance (LTF) programme. NORWAY, NEW ZEALAND, AUSTRALIA, and other developed countries disagreed, stating that the NCQG is to be defined under the CMA, not the COP. The Co-Chairs will produce a draft text. "
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,12,"Standing Committee on Finance (SCF): In the SBI contact group on the second review of the SCF, co-chaired by Clara Schultz (Sweden), parties could not agree on whether there should be a decision under the COP only or also under the CMA. The Co-Chairs will seek further guidance."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,13,"In a joint COP/CMA contact group, co-chaired by Ali Waqas (Pakistan), many welcomed aspects of the SCF’s work. On a climate finance definition, the LMDCs called for a multilaterally-agreed definition and the ARAB GROUP suggested a work programme to undertake technical work on this until 2028. GRUPO SUR stressed the need to include developing countries as the recipients of climate finance in the definition. Several developed countries suggested concluding this work, noting this is the second report that identified the multiplicity of approaches and bottom-up nature of the Paris Agreement. Informal consultations will continue."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,14,"Dialogue on implementing the Global Stocktake outcomes, referred to in paragraph 97 of decision 1/CMA.5: During CMA informal consultations co-facilitated by Ricardo Marshall (Barbados), parties shared views on the dialogue’s scope and modalities, with reassurances that the placement of this agenda item under matters relating to finance does not prejudge either."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,15,"On scope, groups reiterated their positions. On modalities, the G-77/CHINA suggested the dialogue be held in “creative and interactive ways” to facilitate exchange of ideas and lessons learned. There was broad agreement for the dialogue to meet annually at the June sessions of the Subsidiary Bodies (SBs), but views diverged on whether it should be under the Subsidiary Body for Implementation (SBI), Subsidiary Body for Scientific and Technological Advice (SBSTA), or both. Views also differed on the duration of the dialogue. AOSIS and NORWAY stressed that it should not overlap with the second Global Stocktake (GST 2), which begins in 2026, while the EU and AFRICAN GROUP supported for it to end in 2028, which is when GST 2 will conclude. In terms of output, some called for annual reports while others suggested a synthesis report upon the dialogue’s conclusion. "
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,16,Mitigation
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,17,"Mitigation Ambition and Implementation Work Programme (MWP): In SB informal consultations co-facilitated by Ursula Fuentes (Germany), parties discussed possible elements of a draft decision to be forwarded to the CMA. Many developed and developing countries called for reference to the next round of NDCs delivering on the 1.5°C goal. Several emphasized the need to capture high-level messaging on mitigation from the GST, with some noting this could also be done in a CMA cover decision and others pointing to the discussions on the dialogue on GST implementation as a suitable place. Informal consultations reconvened in the evening."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,18,"Guidance on Cooperative Approaches referred to in Paris Agreement Article 6.2: During SBSTA informal consultations co-facilitated by Maria AlJishi (Saudi Arabia) and Peer Stiansen (Norway), parties used draft text developed at SBSTA 60 as the basis of discussions. "
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,19,"The AFRICAN GROUP expressed flexibility about definitions, but noted the need to distinguish between internationally transferred mitigation outcomes (ITMOs) that are to be used for meeting other parties’ nationally determined contributions (NDCs) and those to be used for other international purposes."
Daily report for 12 November 2024,https://enb.iisd.org/baku-un-climate-change-conference-cop29-daily-report-12nov2024,True,20,"On the format of authorizations, AOSIS called for minimum mandatory elements and the development of a voluntary template that parties can use. Views remained divergent on the permissibility of changes to authorization, with some parties supporting changes before first transfer, noting authorization is a national prerogative, and others opposing any changes. Informal consultations reconvened in the evening."
